index,period,org_code,attendances,breaches,admissions
1463,2016-11-01,RLT,6425,931,1129
1466,2016-11-01,RR1,18764,3164,5986
1469,2016-11-01,RQQ,3696,736,734
1470,2016-11-01,RGQ,7134,1032,1959
1472,2016-11-01,RGP,5767,569,1228
1474,2016-11-01,RNQ,7145,1526,2388
1478,2016-11-01,RC9,8316,126,2574
1483,2016-11-01,RQ8,7393,1256,2093
1485,2016-11-01,RD8,7112,969,1327
1488,2016-11-01,RM1,9373,1410,2392
1491,2016-11-01,RGN,7912,2224,2019
1493,2016-11-01,RNS,8699,1609,2653
1497,2016-11-01,RX1,14832,3513,4125
1504,2016-11-01,RXK,14002,3224,3228
1505,2016-11-01,RXK,2131,13,31
1506,2016-11-01,RXK,2729,0,0
1507,2016-11-01,RK5,8493,535,2805
1509,2016-11-01,RXW,9692,2345,2188
1510,2016-11-01,RXW,1555,0,0
1514,2016-11-01,RJC,5116,201,1702
1515,2016-11-01,RJC,614,0,0
1516,2016-11-01,RAJ,8083,1862,2239
1518,2016-11-01,RNA,8501,1183,2431
1519,2016-11-01,RNA,6233,0,0
1520,2016-11-01,RQW,8533,2512,1747
1521,2016-11-01,RCX,4913,467,1853
1522,2016-11-01,RL4,10573,1460,2546
1523,2016-11-01,RL4,8614,28,0
1524,2016-11-01,RWD,12422,2162,3417
1525,2016-11-01,RRK,9422,1759,2682
1526,2016-11-01,RKB,12101,2976,3862
1527,2016-11-01,RKB,1966,33,96
1528,2016-11-01,RKB,2093,6,2
1529,2016-11-01,RWE,12570,4447,3642
1532,2016-11-01,RJE,14356,4635,4332
1533,2016-11-01,RJE,437,0,0
1534,2016-11-01,RJE,4522,6,0
1535,2016-11-01,RBK,6175,1843,1872
1536,2016-11-01,RBK,3616,1,0
1538,2016-11-01,RWG,7880,1841,2908
1540,2016-11-01,RGR,5358,830,1931
1541,2016-11-01,RWP,9563,3122,2819
1542,2016-11-01,RWP,5239,1,0
1544,2016-11-01,RLQ,4398,994,1037
1545,2016-11-01,RLQ,2892,0,0
1546,2016-11-01,REM,6607,2446,2037
1548,2016-11-01,RCF,4585,421,965
1549,2016-11-01,RBS,5228,420,1118
1550,2016-11-01,RFF,6788,832,2082
1551,2016-11-01,RXL,6752,1687,1913
1553,2016-11-01,RMC,9209,1889,2319
1554,2016-11-01,RAE,11184,1668,2992
1557,2016-11-01,RWY,12238,732,2451
1559,2016-11-01,RW3,12637,2357,3853
1562,2016-11-01,RLN,7810,638,2704
1565,2016-11-01,RJR,5662,730,1456
1567,2016-11-01,RXP,10727,1865,3179
1570,2016-11-01,RP5,10868,1247,3322
1572,2016-11-01,RJN,3976,763,933
1574,2016-11-01,RXR,8965,2636,3086
1577,2016-11-01,RR7,7180,498,1614
1579,2016-11-01,RCD,3959,295,949
1581,2016-11-01,RWA,10758,2303,3133
1584,2016-11-01,RXN,7255,1880,1838
1587,2016-11-01,RR8,17848,3721,4802
1593,2016-11-01,RBT,4886,443,1772
1595,2016-11-01,RXF,19295,4303,4575
1596,2016-11-01,RNL,7325,1038,2101
1597,2016-11-01,RVW,5748,327,1542
1601,2016-11-01,RJL,10617,1916,2458
1603,2016-11-01,RTF,13756,908,3848
1605,2016-11-01,RW6,22461,5318,5138
1608,2016-11-01,RQ6,7498,2383,2180
1611,2016-11-01,RM3,8564,1696,2737
1612,2016-11-01,RCU,5089,196,724
1613,2016-11-01,RHQ,9067,2265,2549
1616,2016-11-01,RTR,10066,705,2224
1618,2016-11-01,RE9,4827,432,1313
1620,2016-11-01,RVY,6163,685,1919
1622,2016-11-01,RBN,8559,2225,3410
1624,2016-11-01,RWJ,7749,1638,2513
1625,2016-11-01,RMP,7029,943,1637
1626,2016-11-01,RTD,10653,1154,2058
1629,2016-11-01,RM2,8131,1066,2599
1630,2016-11-01,RTX,6951,1307,2057
1632,2016-11-01,RWW,6560,834,2690
1635,2016-11-01,RBL,7840,1179,2485
1638,2016-11-01,RRF,7235,1192,1744
1639,2016-11-01,RCB,8771,2708,3224
1641,2016-11-01,RTK,8510,1081,2024
1647,2016-11-01,RXH,12494,2432,3503
1650,2016-11-01,RXQ,6957,1376,2772
1656,2016-11-01,RN7,8490,971,2585
1660,2016-11-01,RVV,12064,4115,3168
1662,2016-11-01,RXC,8989,1583,2657
1664,2016-11-01,RDU,19752,1722,6292
1666,2016-11-01,RTE,11045,1478,3468
1667,2016-11-01,RN3,6815,1924,2348
1669,2016-11-01,RN5,8991,1042,2320
1672,2016-11-01,R1F,3008,705,779
1676,2016-11-01,RWF,11651,1793,3432
1678,2016-11-01,RPA,9429,2167,2026
1679,2016-11-01,RVJ,6748,1301,2444
1680,2016-11-01,RBZ,3452,404,1092
1684,2016-11-01,RTH,10867,725,3354
1687,2016-11-01,RK9,8249,1381,2882
1689,2016-11-01,RD3,5397,463,1654
1691,2016-11-01,RHU,9273,2900,3098
1695,2016-11-01,RHW,9249,701,3071
1697,2016-11-01,REF,5464,1257,2402
1699,2016-11-01,RH8,8143,560,1964
1701,2016-11-01,RA2,5747,686,2088
1702,2016-11-01,RD1,5888,1268,2161
1704,2016-11-01,RNZ,3731,420,996
1712,2016-11-01,RTP,8077,396,2623
1714,2016-11-01,RBA,5141,332,1642
1716,2016-11-01,RDZ,6025,312,1753
1718,2016-11-01,RA9,5764,695,2374
1720,2016-11-01,RHM,8429,1365,3163
1722,2016-11-01,RA7,9625,2445,3064
1724,2016-11-01,RYR,11063,671,3287
1726,2016-11-01,RA3,4170,1004,944
1731,2016-11-01,RA4,3821,178,1316
1732,2016-10-01,RF4,20513,2797,4570
1735,2016-10-01,R1H,29209,5025,6848
1740,2016-10-01,RQM,16564,2061,3563
1742,2016-10-01,RJ6,6328,1239,2160
1746,2016-10-01,RVR,12270,327,2973
1748,2016-10-01,RJ1,12482,2152,3205
1752,2016-10-01,RQX,10183,679,1703
1754,2016-10-01,RYJ,9713,2905,3266
1757,2016-10-01,RJZ,16936,4252,4366
1760,2016-10-01,RAX,9267,1068,1747
1762,2016-10-01,RJ2,17756,3669,4904
1764,2016-10-01,R1K,11857,3752,5060
1768,2016-10-01,RAP,14014,1729,2950
1772,2016-10-01,RAL,18804,3222,3716
1775,2016-10-01,RJ7,13155,989,3895
1778,2016-10-01,RAS,5405,2341,1638
1782,2016-10-01,RKE,8253,979,1214
1783,2016-10-01,RRV,11861,1592,1997
1787,2016-10-01,RDD,11582,1334,2259
1788,2016-10-01,RC1,6193,778,1664
1790,2016-10-01,RQ3,5289,347,1080
1791,2016-10-01,RJF,5341,834,1717
1793,2016-10-01,RGT,9708,2324,2941
1795,2016-10-01,RFS,6690,551,1986
1797,2016-10-01,RDE,7639,1092,2547
1800,2016-10-01,RTG,11761,1650,3423
1804,2016-10-01,RWH,9198,1623,3263
1808,2016-10-01,RLT,6597,927,1091
1811,2016-10-01,RR1,19404,3149,6082
1814,2016-10-01,RQQ,4004,762,871
1815,2016-10-01,RGQ,7353,491,1953
1817,2016-10-01,RGP,6224,884,1178
1819,2016-10-01,RNQ,7404,895,2496
1823,2016-10-01,RC9,8723,137,2686
1828,2016-10-01,RQ8,7959,1600,2198
1830,2016-10-01,RD8,7330,1062,1291
1832,2016-10-01,RM1,9976,1464,2559
1835,2016-10-01,RGN,8055,1612,2222
1837,2016-10-01,RNS,9211,1548,2830
1841,2016-10-01,RX1,15410,3523,4095
1848,2016-10-01,RXK,14272,2663,3181
1849,2016-10-01,RXK,2146,13,31
1850,2016-10-01,RXK,2767,0,0
1851,2016-10-01,RK5,8612,473,2696
1853,2016-10-01,RXW,10400,2630,2273
1854,2016-10-01,RXW,1671,0,0
1858,2016-10-01,RJC,5582,253,1679
1859,2016-10-01,RJC,647,0,0
1860,2016-10-01,RAJ,8472,1977,2236
1862,2016-10-01,RNA,8907,686,2510
1863,2016-10-01,RNA,6382,0,0
1864,2016-10-01,RQW,8666,1973,1646
1865,2016-10-01,RQW,25,0,0
1866,2016-10-01,RCX,5455,578,2060
1867,2016-10-01,RL4,11108,1468,2536
1868,2016-10-01,RL4,8228,15,0
1869,2016-10-01,RWD,12969,2416,3432
1870,2016-10-01,RRK,10075,2013,2775
1871,2016-10-01,RKB,12315,2369,4076
1872,2016-10-01,RKB,1785,21,92
1873,2016-10-01,RKB,2230,5,3
1874,2016-10-01,RWE,12514,4333,3688
1877,2016-10-01,RJE,15000,4731,4226
1878,2016-10-01,RJE,361,0,0
1879,2016-10-01,RJE,4811,9,0
1880,2016-10-01,RBK,6388,1921,1959
1881,2016-10-01,RBK,3703,7,0
1883,2016-10-01,RWG,7949,2097,3040
1885,2016-10-01,RGR,5814,806,2017
1886,2016-10-01,RWP,10269,3029,2804
1887,2016-10-01,RWP,5630,0,0
1889,2016-10-01,RLQ,4504,984,1002
1890,2016-10-01,RLQ,2993,0,0
1891,2016-10-01,REM,7184,2135,2197
1893,2016-10-01,RCF,4852,477,962
1894,2016-10-01,RBS,5259,259,1156
1895,2016-10-01,RFF,7097,484,2034
1896,2016-10-01,RXL,7794,1971,2127
1898,2016-10-01,RMC,9655,1782,2350
1899,2016-10-01,RAE,11514,1722,2974
1902,2016-10-01,RWY,12915,664,2746
1904,2016-10-01,RW3,13359,2120,3907
1907,2016-10-01,RLN,8078,839,2775
1910,2016-10-01,RJR,6394,1384,1612
1912,2016-10-01,RXP,11166,1353,3163
1915,2016-10-01,RP5,11372,999,3426
1917,2016-10-01,RJN,4234,805,978
1919,2016-10-01,RXR,9761,2072,3320
1922,2016-10-01,RR7,7614,460,1682
1924,2016-10-01,RCD,3968,237,922
1926,2016-10-01,RWA,11219,2584,1876
1929,2016-10-01,RXN,7676,2050,2048
1932,2016-10-01,RR8,18780,3012,5086
1938,2016-10-01,RBT,5492,813,2025
1940,2016-10-01,RXF,20172,3934,4555
1941,2016-10-01,RNL,8173,964,2098
1942,2016-10-01,RVW,5894,273,1542
1946,2016-10-01,RJL,11530,1484,2500
1948,2016-10-01,RTF,14484,1083,3958
1950,2016-10-01,RW6,22954,4862,4957
1953,2016-10-01,RQ6,8167,2252,2335
1956,2016-10-01,RM3,8922,1102,2869
1957,2016-10-01,RCU,5003,138,704
1958,2016-10-01,RHQ,9983,2623,2769
1961,2016-10-01,RTR,10797,796,2053
1963,2016-10-01,RE9,5131,414,1286
1965,2016-10-01,RVY,6715,931,1975
1967,2016-10-01,RBN,8845,2268,3370
1969,2016-10-01,RWJ,8186,1832,2465
1970,2016-10-01,RMP,7394,1176,1779
1971,2016-10-01,RTD,11357,746,2325
1974,2016-10-01,RFR,6606,979,1412
1975,2016-10-01,RM2,8437,872,2592
1976,2016-10-01,RTX,7663,1170,2043
1978,2016-10-01,RWW,6918,836,2815
1981,2016-10-01,RBL,8007,1152,2387
1984,2016-10-01,RRF,7896,1224,1805
1985,2016-10-01,RCB,9370,2374,3427
1987,2016-10-01,RTK,8769,987,2074
1993,2016-10-01,RXH,13053,2444,3578
1996,2016-10-01,RXQ,7163,1171,2717
2002,2016-10-01,RN7,8670,1416,2513
2004,2016-10-01,RBD,3763,251,1322
2006,2016-10-01,RVV,12700,3703,3176
2008,2016-10-01,RXC,9396,2063,2619
2009,2016-10-01,RDU,20345,1047,6258
2011,2016-10-01,RTE,11697,1633,3608
2012,2016-10-01,RN3,7240,1822,2439
2014,2016-10-01,RN5,9278,863,2244
2017,2016-10-01,R1F,3400,819,825
2021,2016-10-01,RWF,12047,1534,3464
2023,2016-10-01,RPA,9656,1949,1939
2024,2016-10-01,RVJ,7515,1761,2567
2025,2016-10-01,RBZ,3915,509,1193
2029,2016-10-01,RTH,11639,3469,3266
2032,2016-10-01,RK9,8475,1074,2960
2034,2016-10-01,RD3,5627,649,1725
2035,2016-10-01,RHU,9512,2923,3168
2039,2016-10-01,RHW,9255,721,2915
2041,2016-10-01,REF,5975,1735,2538
2043,2016-10-01,RH8,8612,795,1950
2045,2016-10-01,RA2,5934,810,2001
2046,2016-10-01,RD1,6160,610,2181
2048,2016-10-01,RNZ,4028,326,1006
2055,2016-10-01,RTP,8347,386,2551
2057,2016-10-01,RBA,5506,537,1687
2059,2016-10-01,RDZ,6452,360,1814
2061,2016-10-01,RA9,6153,408,2463
2063,2016-10-01,RHM,8654,1130,3285
2065,2016-10-01,RA7,9378,1888,2940
2067,2016-10-01,RYR,11761,822,3325
2069,2016-10-01,RA3,4636,1331,1050
2074,2016-10-01,RA4,3981,186,1083
2075,2016-09-01,RF4,19435,2141,4243
2078,2016-09-01,R1H,28857,3879,6846
2083,2016-09-01,RQM,15918,1388,3260
2085,2016-09-01,RJ6,5885,911,1899
2089,2016-09-01,RVR,12184,353,2952
2091,2016-09-01,RJ1,12240,1745,3166
2095,2016-09-01,RQX,10089,542,1552
2097,2016-09-01,RYJ,9515,2595,3219
2100,2016-09-01,RJZ,16771,4042,4482
2103,2016-09-01,RAX,8796,759,1641
2105,2016-09-01,RJ2,17094,2873,4715
2107,2016-09-01,R1K,11733,3227,5086
2111,2016-09-01,RAP,13251,1633,2651
2115,2016-09-01,RAL,18436,2626,3862
2118,2016-09-01,RJ7,12699,1107,3704
2121,2016-09-01,RAS,5222,1950,1744
2125,2016-09-01,RKE,8020,531,1205
2126,2016-09-01,RRV,11401,1492,2016
2130,2016-09-01,RDD,11182,1080,2176
2131,2016-09-01,RC1,6068,568,1891
2133,2016-09-01,RQ3,4740,201,1010
2134,2016-09-01,RJF,5287,784,1619
2136,2016-09-01,RGT,9345,2677,2860
2138,2016-09-01,RFS,6537,565,1868
2140,2016-09-01,RDE,7386,413,2526
2143,2016-09-01,RTG,11344,1957,3318
2147,2016-09-01,RWH,8891,2291,3011
2151,2016-09-01,RLT,6363,584,1091
2155,2016-09-01,RR1,18682,2905,5709
2158,2016-09-01,RQQ,3997,814,917
2159,2016-09-01,RGQ,7508,782,1990
2161,2016-09-01,RGP,6446,759,1203
2162,2016-09-01,RNQ,7205,662,2387
2166,2016-09-01,RC9,8298,102,2318
2171,2016-09-01,RQ8,7926,1277,2128
2173,2016-09-01,RD8,7178,671,1219
2175,2016-09-01,RM1,9787,951,2452
2178,2016-09-01,RGN,7872,1201,2167
2180,2016-09-01,RNS,8948,1069,2652
2184,2016-09-01,RX1,14328,3001,3805
2191,2016-09-01,RXK,14180,2020,2936
2192,2016-09-01,RXK,2146,31,27
2193,2016-09-01,RXK,2568,0,0
2194,2016-09-01,RK5,9138,604,2575
2196,2016-09-01,RXW,10012,2131,2038
2197,2016-09-01,RXW,1493,0,0
2202,2016-09-01,RJC,5230,279,1587
2203,2016-09-01,RJC,698,0,0
2204,2016-09-01,RAJ,8485,1661,2125
2206,2016-09-01,RNA,8612,677,2407
2207,2016-09-01,RNA,5750,0,0
2208,2016-09-01,RQW,8196,2258,1352
2209,2016-09-01,RQW,189,1,0
2210,2016-09-01,RCX,5325,191,1920
2211,2016-09-01,RL4,10999,1123,2556
2212,2016-09-01,RL4,7409,7,0
2213,2016-09-01,RWD,12673,2737,3392
2214,2016-09-01,RRK,9578,1751,2693
2215,2016-09-01,RKB,11266,1502,3835
2216,2016-09-01,RKB,1981,25,93
2217,2016-09-01,RKB,2325,8,5
2218,2016-09-01,RWE,12668,3818,3448
2221,2016-09-01,RJE,14011,3986,4183
2222,2016-09-01,RJE,423,0,0
2223,2016-09-01,RJE,4903,6,0
2224,2016-09-01,RBK,6159,1312,1854
2225,2016-09-01,RBK,3538,0,0
2227,2016-09-01,RWG,7677,1723,2807
2229,2016-09-01,RGR,5717,674,1979
2230,2016-09-01,RWP,9872,2721,2687
2231,2016-09-01,RWP,5915,0,0
2233,2016-09-01,RLQ,4570,1078,1045
2234,2016-09-01,RLQ,2772,0,0
2235,2016-09-01,REM,6937,2128,2130
2237,2016-09-01,RCF,4723,409,928
2238,2016-09-01,RBS,4625,173,1025
2239,2016-09-01,RFF,6962,369,1995
2240,2016-09-01,RXL,7332,1769,1927
2242,2016-09-01,RMC,9293,1201,2177
2243,2016-09-01,RAE,11070,1308,2778
2246,2016-09-01,RWY,12911,725,2489
2248,2016-09-01,RW3,12756,1928,3787
2251,2016-09-01,RLN,7076,708,2725
2254,2016-09-01,RJR,6246,766,1600
2256,2016-09-01,RXP,10859,1077,3079
2259,2016-09-01,RP5,11409,840,3305
2261,2016-09-01,RJN,4140,680,977
2263,2016-09-01,RXR,9259,2181,3204
2266,2016-09-01,RR7,7239,315,1545
2268,2016-09-01,RCD,4015,185,857
2270,2016-09-01,RWA,11011,1635,1587
2273,2016-09-01,RXN,7527,1119,1793
2276,2016-09-01,RR8,17863,2024,6265
2282,2016-09-01,RBT,5235,571,1900
2284,2016-09-01,RXF,19679,3083,4321
2285,2016-09-01,RNL,7804,887,1922
2286,2016-09-01,RVW,6016,386,1612
2290,2016-09-01,RJL,11207,981,2463
2292,2016-09-01,RTF,14706,738,3960
2294,2016-09-01,RW6,22098,3871,4625
2297,2016-09-01,RQ6,7619,2113,2105
2300,2016-09-01,RM3,8252,661,2696
2301,2016-09-01,RCU,4482,70,635
2302,2016-09-01,RHQ,9270,1298,2646
2305,2016-09-01,RTR,10703,571,1920
2307,2016-09-01,RE9,4952,403,1222
2309,2016-09-01,RVY,6436,953,1875
2311,2016-09-01,RBN,8493,1728,3252
2313,2016-09-01,RWJ,8008,2309,2270
2314,2016-09-01,RMP,7110,1224,1710
2315,2016-09-01,RTD,10138,536,2255
2318,2016-09-01,RFR,6439,466,1302
2319,2016-09-01,RM2,8183,426,2575
2320,2016-09-01,RTX,7384,1556,2053
2322,2016-09-01,RWW,6729,533,2610
2325,2016-09-01,RBL,7832,1108,2334
2328,2016-09-01,RRF,7256,584,1809
2329,2016-09-01,RCB,9121,1451,3272
2331,2016-09-01,RTK,8165,940,1957
2336,2016-09-01,RXH,12501,2216,3261
2339,2016-09-01,RXQ,6932,932,2867
2345,2016-09-01,RN7,8390,768,2301
2347,2016-09-01,RBD,3686,260,1275
2349,2016-09-01,RVV,12873,2811,3150
2351,2016-09-01,RXC,9470,1846,2435
2352,2016-09-01,RDU,19981,829,6141
2354,2016-09-01,RTE,11303,1250,3457
2355,2016-09-01,RN3,6865,1245,2203
2357,2016-09-01,RN5,9023,1026,2206
2360,2016-09-01,R1F,3634,743,800
2364,2016-09-01,RWF,11939,1499,3355
2366,2016-09-01,RPA,9699,1830,2028
2367,2016-09-01,RVJ,7329,1194,2598
2368,2016-09-01,RBZ,3705,417,1138
2372,2016-09-01,RTH,10914,2169,3188
2375,2016-09-01,RK9,8166,1321,2710
2377,2016-09-01,RD3,5527,500,1666
2378,2016-09-01,RHU,9274,2382,3013
2382,2016-09-01,RHW,9120,1007,3296
2384,2016-09-01,REF,5984,1436,2527
2386,2016-09-01,RH8,8358,950,1803
2387,2016-09-01,RA2,5956,1043,2030
2388,2016-09-01,RD1,6069,821,1982
2390,2016-09-01,RNZ,4008,311,1029
2397,2016-09-01,RTP,7950,283,2349
2399,2016-09-01,RBA,5589,670,1739
2401,2016-09-01,RDZ,6352,427,1767
2403,2016-09-01,RA9,6142,698,2479
2405,2016-09-01,RHM,8147,563,3043
2407,2016-09-01,RA7,8753,1334,2712
2409,2016-09-01,RYR,11753,523,3238
2411,2016-09-01,RA3,4617,957,975
2416,2016-09-01,RA4,3767,236,871
2417,2016-08-01,RF4,18825,1724,4271
2420,2016-08-01,R1H,27117,3889,6570
2425,2016-08-01,RQM,15084,1110,3198
2427,2016-08-01,RJ6,5617,597,1658
2431,2016-08-01,RVR,11602,457,2957
2433,2016-08-01,RJ1,11956,1685,3086
2437,2016-08-01,RQX,9684,339,1522
2439,2016-08-01,RYJ,9228,2037,3307
2442,2016-08-01,RJZ,16316,2572,4394
2445,2016-08-01,RAX,8210,799,1557
2447,2016-08-01,RJ2,16375,2918,4413
2449,2016-08-01,R1K,11421,2179,5113
2453,2016-08-01,RAP,12147,911,2656
2458,2016-08-01,RAL,17629,2066,3636
2461,2016-08-01,RJ7,12469,1003,3685
2464,2016-08-01,RAS,4913,2041,1481
2468,2016-08-01,RKE,7513,545,1262
2469,2016-08-01,RRV,11302,1066,1973
2473,2016-08-01,RDD,10678,1272,2080
2474,2016-08-01,RC1,5864,508,1686
2477,2016-08-01,RQ3,3823,16,790
2478,2016-08-01,RJF,5376,1220,1598
2480,2016-08-01,RGT,9040,1558,3087
2482,2016-08-01,RFS,6673,896,1871
2484,2016-08-01,RDE,7171,1322,2401
2487,2016-08-01,RTG,10971,1313,3242
2491,2016-08-01,RWH,8540,2243,2961
2495,2016-08-01,RLT,6056,278,1087
2499,2016-08-01,RR1,18017,1688,5605
2502,2016-08-01,RQQ,3875,677,930
2503,2016-08-01,RGQ,7442,667,1961
2505,2016-08-01,RGP,6789,718,1175
2506,2016-08-01,RNQ,7365,951,2337
2510,2016-08-01,RC9,7933,96,2347
2515,2016-08-01,RQ8,7648,1537,2047
2517,2016-08-01,RD8,7055,1022,1368
2519,2016-08-01,RM1,10060,1296,2669
2522,2016-08-01,RGN,7835,941,2146
2524,2016-08-01,RNS,8553,697,2585
2528,2016-08-01,RX1,13915,4788,3756
2535,2016-08-01,RXK,13315,1853,2802
2536,2016-08-01,RXK,2128,31,25
2537,2016-08-01,RXK,2803,0,0
2538,2016-08-01,RK5,8894,482,2447
2540,2016-08-01,RXW,10201,2113,2128
2541,2016-08-01,RXW,1642,0,0
2546,2016-08-01,RJC,5056,189,1596
2547,2016-08-01,RJC,722,0,0
2548,2016-08-01,RAJ,8525,1162,2252
2550,2016-08-01,RNA,8575,603,2657
2551,2016-08-01,RNA,5807,0,0
2552,2016-08-01,RQW,8144,1970,1418
2553,2016-08-01,RQW,168,0,0
2554,2016-08-01,RCX,5455,270,1900
2555,2016-08-01,RL4,10700,1768,2537
2556,2016-08-01,RL4,4279,0,0
2557,2016-08-01,RWD,13375,2969,3517
2558,2016-08-01,RRK,9584,1771,2754
2559,2016-08-01,RKB,10892,1546,3802
2560,2016-08-01,RKB,1846,16,86
2561,2016-08-01,RKB,2255,14,0
2562,2016-08-01,RWE,12098,3716,3319
2565,2016-08-01,RJE,14568,3214,4230
2566,2016-08-01,RJE,439,0,0
2567,2016-08-01,RJE,4802,39,0
2568,2016-08-01,RBK,5747,1223,1759
2569,2016-08-01,RBK,3498,5,0
2573,2016-08-01,RGR,5712,652,1924
2575,2016-08-01,RWP,10161,2581,2807
2576,2016-08-01,RWP,5631,1,0
2578,2016-08-01,RLQ,4612,1234,969
2579,2016-08-01,RLQ,3172,0,0
2580,2016-08-01,REM,7126,2169,2125
2582,2016-08-01,RCF,4765,533,1050
2583,2016-08-01,RBS,3795,62,845
2584,2016-08-01,RFF,6816,319,1908
2585,2016-08-01,RXL,7524,1377,1961
2587,2016-08-01,RMC,9265,1287,2150
2588,2016-08-01,RAE,10849,1075,2664
2591,2016-08-01,RWY,12155,653,2434
2593,2016-08-01,RW3,11714,1487,3585
2596,2016-08-01,RLN,6604,681,2628
2599,2016-08-01,RJR,6034,627,1568
2601,2016-08-01,RXP,10674,982,3139
2604,2016-08-01,RP5,11447,1144,3361
2606,2016-08-01,RJN,4081,748,939
2608,2016-08-01,RXR,9046,2793,3012
2611,2016-08-01,RR7,7003,258,1578
2613,2016-08-01,RCD,4013,250,851
2615,2016-08-01,RWA,10814,1620,1513
2618,2016-08-01,RXN,7505,1708,1865
2621,2016-08-01,RR8,17006,1615,6333
2627,2016-08-01,RBT,5238,501,1926
2629,2016-08-01,RXF,19201,3117,4185
2630,2016-08-01,RNL,7823,778,1877
2631,2016-08-01,RVW,5657,242,1443
2635,2016-08-01,RJL,11295,1250,2573
2637,2016-08-01,RTF,14638,829,3767
2639,2016-08-01,RW6,21117,3132,4764
2642,2016-08-01,RQ6,7910,1818,2342
2645,2016-08-01,RM3,8149,808,2681
2646,2016-08-01,RCU,3464,59,497
2647,2016-08-01,RHQ,9191,945,2671
2650,2016-08-01,RTR,10727,428,1975
2652,2016-08-01,RE9,4914,466,1253
2654,2016-08-01,RVY,5957,643,1825
2656,2016-08-01,RBN,8359,2015,3128
2658,2016-08-01,RWJ,7766,1778,2345
2659,2016-08-01,RMP,6799,646,1767
2660,2016-08-01,RTD,9540,503,2307
2663,2016-08-01,RFR,6316,313,1380
2664,2016-08-01,RM2,8083,728,2607
2665,2016-08-01,RTX,7629,1515,2215
2667,2016-08-01,RWW,6847,732,2617
2670,2016-08-01,RBL,7919,1093,2400
2673,2016-08-01,RRF,7353,585,1857
2674,2016-08-01,RCB,9180,1600,3263
2676,2016-08-01,RTK,7974,923,1822
2681,2016-08-01,RXH,12532,2579,3283
2684,2016-08-01,RXQ,6649,850,2645
2690,2016-08-01,RN7,8260,1136,2116
2692,2016-08-01,RBD,4047,490,1256
2694,2016-08-01,RVV,12876,3155,3272
2696,2016-08-01,RXC,9711,1994,2533
2697,2016-08-01,RDU,19460,2230,5754
2699,2016-08-01,RTE,11335,1059,3597
2700,2016-08-01,RN3,6546,1192,2260
2702,2016-08-01,RN5,9085,1311,2272
2705,2016-08-01,R1F,4097,765,803
2709,2016-08-01,RWF,12150,1789,3411
2711,2016-08-01,RPA,9422,1744,2071
2712,2016-08-01,RVJ,7273,1545,2540
2713,2016-08-01,RBZ,4328,484,1196
2717,2016-08-01,RTH,10576,1649,3150
2720,2016-08-01,RK9,8180,1073,2684
2722,2016-08-01,RD3,5734,344,1616
2723,2016-08-01,RHU,9442,2246,3061
2727,2016-08-01,RHW,8777,566,3076
2729,2016-08-01,REF,6781,1053,2805
2731,2016-08-01,RH8,8665,950,1735
2732,2016-08-01,RA2,5582,487,1830
2733,2016-08-01,RD1,6108,1417,2074
2735,2016-08-01,RNZ,4010,278,986
2742,2016-08-01,RTP,7930,319,2477
2744,2016-08-01,RBA,5562,599,1799
2746,2016-08-01,RDZ,6967,238,1865
2748,2016-08-01,RA9,6587,759,2533
2750,2016-08-01,RHM,8093,518,3027
2752,2016-08-01,RA7,8378,1004,2650
2754,2016-08-01,RYR,12234,764,3257
2756,2016-08-01,RA3,4906,855,993
2761,2016-08-01,RA4,3810,225,1012
2762,2016-07-01,RF4,20878,3623,4091
2765,2016-07-01,R1H,29016,4273,6576
2770,2016-07-01,RQM,16761,1178,3321
2772,2016-07-01,RJ6,6008,531,1967
2776,2016-07-01,RVR,13188,809,3370
2778,2016-07-01,RJ1,12777,1517,3057
2782,2016-07-01,RQX,10751,490,1641
2784,2016-07-01,RYJ,9693,1925,3317
2787,2016-07-01,RJZ,17404,3805,4486
2790,2016-07-01,RAX,8832,612,1637
2792,2016-07-01,RJ2,17635,3245,4459
2794,2016-07-01,R1K,11477,2544,5374
2798,2016-07-01,RAP,13445,1470,2356
2803,2016-07-01,RAL,19112,1961,4008
2806,2016-07-01,RJ7,13302,829,3712
2809,2016-07-01,RAS,5359,1872,1707
2814,2016-07-01,RKE,8277,998,1392
2815,2016-07-01,RRV,12121,1227,2044
2819,2016-07-01,RDD,11719,1832,2184
2820,2016-07-01,RC1,6446,672,1833
2823,2016-07-01,RQ3,4832,257,902
2824,2016-07-01,RJF,5756,873,1598
2826,2016-07-01,RGT,10081,2288,3123
2828,2016-07-01,RFS,7301,881,1948
2830,2016-07-01,RDE,7660,924,2441
2833,2016-07-01,RTG,12240,2251,3537
2837,2016-07-01,RWH,9286,2231,3211
2841,2016-07-01,RLT,6820,740,1137
2845,2016-07-01,RR1,19568,2461,5841
2848,2016-07-01,RQQ,4274,811,865
2849,2016-07-01,RGQ,7986,679,2095
2851,2016-07-01,RGP,7062,650,1191
2852,2016-07-01,RNQ,7788,1086,2581
2856,2016-07-01,RC9,8984,111,2420
2861,2016-07-01,RQ8,8126,1936,1977
2863,2016-07-01,RD8,7815,546,1372
2865,2016-07-01,RM1,10303,1080,2891
2868,2016-07-01,RGN,8819,2422,2215
2870,2016-07-01,RNS,9296,904,2845
2874,2016-07-01,RX1,15291,4762,3957
